Date,Pure Gold (24 k),Standard Gold (22 K)
6/20/2020,4836,4608
6/21/2020,4836,4608
6/22/2020,4841,4610
6/23/2020,4841,4610
6/24/2020,4891,4659
6/25/2020,4842,4611
6/26/2020,4841,4611
6/27/2020,4870,4640
6/28/2020,4870,4640
6/29/2020,4856,4624
6/30/2020,4862,4631
7/1/2020,4918,4684
7/2/2020,4856,4622
7/3/2020,4853,4622
7/4/2020,4853,4622
7/5/2020,4853,4622
7/6/2020,4853,4622
7/7/2020,4858,4626
7/8/2020,4926,4692
7/9/2020,4954,4718
7/10/2020,4941,4706
7/11/2020,4923,4689
7/12/2020,4923,4689
7/13/2020,4941,4706
7/14/2020,4932,4697
7/15/2020,4952,4716
7/16/2020,4942,4706
7/17/2020,4917,4683
7/18/2020,4938,4703
7/19/2020,4938,4703
7/20/2020,4937,4702
7/21/2020,4951,4717
7/22/2020,5012,4773
7/23/2020,5088,4847
7/24/2020,5129,4885
7/25/2020,5148,4904
7/26/2020,5148,4904
7/27/2020,5262,5013
7/28/2020,5289,5037
7/29/2020,5328,5075
7/30/2020,5348,5093
7/31/2020,5406,5150
8/1/2020,5456,5196
8/2/2020,5456,5196
8/3/2020,5458,5199
8/4/2020,5462,5202
8/5/2020,5589,5324
8/6/2020,5642,5374
8/7/2020,5687,5416
8/8/2020,5654,5385
8/9/2020,5654,5385
8/10/2020,5633,5365
8/11/2020,5504,5242
8/12/2020,5359,5104
8/13/2020,5330,5076
8/14/2020,5355,5100
8/15/2020,5355,5100
8/16/2020,5355,5100
8/17/2020,5328,5075
8/18/2020,5446,5187
8/19/2020,5424,5166
8/20/2020,5292,5040
8/21/2020,5283,5031
8/22/2020,5300,5048
8/23/2020,5300,5048
8/24/2020,5243,4993
8/25/2020,5167,4921
8/26/2020,5148,4903
8/27/2020,5184,4937
8/28/2020,5142,4897
8/29/2020,5173,4927
8/30/2020,5173,4927
8/31/2020,5195,4947
9/1/2020,5212,4964
9/2/2020,5157,4911
9/3/2020,5119,4875
9/4/2020,5123,4879
9/5/2020,5132,4888
9/6/2020,5132,4888
9/7/2020,5132,4888
9/8/2020,5135,4890
9/9/2020,5154,4909
9/10/2020,5166,4920
9/11/2020,5150,4905
9/12/2020,5145,4900
9/13/2020,5145,4900
9/14/2020,5162,4916
9/15/2020,5208,4960
9/16/2020,5194,4947
9/17/2020,5165,4919
9/18/2020,5189,4942
9/19/2020,5206,4958
9/20/2020,5206,4958
9/21/2020,5161,4915
9/22/2020,5093,4850
9/23/2020,5061,4820
9/24/2020,5002,4764
9/25/2020,5028,4789
9/26/2020,5019,4780
9/27/2020,5019,4780
9/28/2020,5079,4740
9/29/2020,5059,4818
9/30/2020,5049,4809
10/1/2020,5056,4815
10/2/2020,5112,4869
10/3/2020,5093,4850
10/4/2020,5093,4850
10/5/2020,5062,4821
10/6/2020,5103,4860
10/7/2020,5046,4806
10/8/2020,5051,4810
10/9/2020,5093,4850
10/10/2020,5124,4881
10/11/2020,5125,4881
10/12/2020,5128,4884
10/13/2020,5129,4885
10/14/2020,5078,4836
10/15/2020,5072,4830
10/16/2020,5106,4863
10/17/2020,5054,4680
10/18/2020,5054,4680
10/19/2020,5084,4709
10/20/2020,5058,4683
10/21/2020,5094,4717
10/22/2020,5098,4720
10/23/2020,5102,4724
10/24/2020,5100,4722
10/25/2020,5100,4722
10/26/2020,5101,4723
10/27/2020,5136,4756
10/28/2020,5148,4768
10/29/2020,5121,4741
10/30/2020,5114,4734
10/31/2020,5140,4760
11/1/2020,5140,4760
11/2/2020,5139,4759
11/3/2020,5150,4770
11/4/2020,5170,4790
11/5/2020,5190,4810
11/6/2020,5247,4867
11/7/2020,5264,4884
11/8/2020,5264,4884
11/9/2020,5302,4922
11/10/2020,5160,4780
11/11/2020,5144,4764
11/12/2020,5141,4761
11/13/2020,5163,4783
11/14/2020,5163,4783
11/15/2020,5163,4783
11/16/2020,5201,4821
11/17/2020,5184,4804
11/18/2020,5160,4780
11/19/2020,5120,4740
11/20/2020,5120,4740
11/21/2020,5140,4760
11/22/2020,5140,4760
11/23/2020,5128,4748
11/24/2020,5020,4640
11/25/2020,4994,4613
11/26/2020,4993,4613
11/27/2020,4969,4589
11/28/2020,4954,4574
11/29/2020,4954,4574
11/30/2020,4899,4519
12/1/2020,4906,4526
12/2/2020,4991,4611
12/3/2020,5036,4656
12/4/2020,5030,4650
12/5/2020,5032,4652
12/6/2020,5032,4652
12/7/2020,5016,4636
12/8/2020,5088,4708
12/9/2020,5064,4684
12/10/2020,5002,4622
12/11/2020,5012,4632
12/12/2020,5037,4657
12/13/2020,5037,4657
12/14/2020,4996,4611
12/15/2020,5038,4653
12/16/2020,5072,4688
12/17/2020,5092,4708
12/18/2020,5104,4720
12/19/2020,5128,4744
12/20/2020,5128,4744
12/21/2020,5153,4769
12/22/2020,5109,4725
12/23/2020,5099,4715
12/24/2020,5104,4720
12/25/2020,5111,4727
12/26/2020,5114,4730
12/27/2020,5114,4730
12/28/2020,5112,4728
12/29/2020,5102,4718
12/30/2020,5096,4712
12/31/2020,5110,4726
1/1/2021,5119,4735
1/2/2021,5132,4748
1/3/2021,5132,4748
1/4/2021,5199,4815
1/5/2021,5240,4856
1/6/2021,5269,4885
1/7/2021,5189,4805
1/8/2021,5138,4754
1/9/2021,5084,4700
1/10/2021,5084,4700
1/11/2021,5064,4680
1/12/2021,5064,4680
1/13/2021,5046,4662
1/14/2021,5046,4662
1/15/2021,5040,4656
1/16/2021,4992,4608
1/17/2021,4992,4608
1/18/2021,4997,4613
1/19/2021,5016,4632
1/20/2021,5035,4651
1/21/2021,5059,4675
1/22/2021,5044,4660
1/23/2021,5039,4655
1/24/2021,5039,4655
1/25/2021,5020,4636
1/26/2021,5020,4636
1/27/2021,5001,4617
1/28/2021,5002,4618
1/29/2021,5022,4638
1/30/2021,5039,4655
1/31/2021,5039,4655
2/1/2021,5009,4625
2/2/2021,4949,4565
2/3/2021,4913,4529
2/4/2021,4867,4483
2/5/2021,4839,4455
2/6/2021,4853,4469
2/7/2021,4853,4469
2/8/2021,4849,4465
2/9/2021,4921,4537
2/10/2021,4906,4522
2/11/2021,4769,4385
2/12/2021,4850,4466
2/13/2021,4852,4468
2/14/2021,4852,4468
2/15/2021,4841,4457
2/16/2021,4848,4464
2/17/2021,4778,4394
2/18/2021,4769,4385
2/19/2021,4732,4348
2/20/2021,4760,4376
2/21/2021,4760,4376
2/22/2021,4779,4395
2/23/2021,4798,4414
2/24/2021,4797,4413
2/25/2021,4756,4372
2/26/2021,4747,4363
2/27/2021,4715,4331
2/28/2021,4715,4331
3/1/2021,4726,4342
3/2/2021,4674,4286
3/3/2021,4655,4264
3/4/2021,4608,4217
3/5/2021,4575,4184
3/6/2021,4607,4216
3/7/2021,4607,4216
3/8/2021,4584,4193
3/9/2021,4595,4204
3/10/2021,4598,4207
3/11/2021,4641,4250
3/12/2021,4571,4180
3/13/2021,4621,4230
3/14/2021,4621,4230
3/15/2021,4620,4229
3/16/2021,4618,4227
3/17/2021,4628,4237
3/18/2021,4631,4240
3/19/2021,4640,4249
3/20/2021,4641,4250
3/21/2021,4641,4250
3/22/2021,4603,4212
3/23/2021,4619,4228
3/24/2021,4623,4232
3/25/2021,4621,4230
3/26/2021,4607,4216
3/27/2021,4591,4232
3/28/2021,4591,4232
3/29/2021,4592,4233
3/30/2021,4561,4202
3/31/2021,4521,4162
4/1/2021,4597,4238
4/2/2021,4626,4267
4/3/2021,4636,4277
4/4/2021,4636,4277
4/5/2021,4617,4258
4/6/2021,4617,4258
4/7/2021,4693,4334
4/8/2021,4724,4365
4/9/2021,4739,4380
4/10/2021,4733,4374
4/11/2021,4733,4374
4/12/2021,4739,4380
4/13/2021,4739,4380
4/14/2021,4739,4380
4/15/2021,4739,4380
4/16/2021,4778,4419
4/17/2021,4811,4452
4/18/2021,4811,4452
4/19/2021,4854,4495
4/20/2021,4806,4447
4/21/2021,4870,4511
4/22/2021,4866,4507
4/23/2021,4854,4495
4/24/2021,4836,4477
4/25/2021,4836,4477
4/26/2021,4829,4470
4/27/2021,4824,4465
4/28/2021,4789,4430
4/29/2021,4784,4425
4/30/2021,4769,4410
5/1/2021,4769,4410
5/2/2021,4769,4410
5/3/2021,4781,4422
5/4/2021,4794,4435
5/5/2021,4774,4415
5/6/2021,4809,4450
5/7/2021,4855,4496
5/8/2021,4869,4510
5/9/2021,4869,4510
5/10/2021,4879,4520
5/11/2021,4879,4520
5/12/2021,4869,4510
5/13/2021,4855,4496
5/14/2021,4866,4507
5/15/2021,4879,4520
5/16/2021,4879,4520
5/17/2021,4914,4555
5/18/2021,4934,4575
5/19/2021,4929,4570
5/20/2021,4947,4588
5/21/2021,4947,4588
5/22/2021,4949,4590
5/23/2021,4957,4598
5/24/2021,4953,4594
5/25/2021,4961,4602
5/26/2021,5011,4652
5/27/2021,4969,4610
5/28/2021,4956,4597
5/29/2021,4970,4611
5/30/2021,4970,4611
5/31/2021,4987,4628
6/1/2021,5017,4658
6/2/2021,5006,4647
6/3/2021,4984,4625
6/4/2021,4944,4585
6/5/2021,4974,4615
6/6/2021,4974,4615
6/7/2021,4971,4612
6/8/2021,4979,4620
6/9/2021,4980,4621
6/10/2021,4966,4607
6/11/2021,4994,4635
6/12/2021,4964,4605
6/13/2021,4964,4605
6/14/2021,4924,4565
6/15/2021,4944,4585
6/16/2021,4936,4577
6/17/2021,4859,4500
6/18/2021,4819,4460
6/19/2021,4789,4430
6/20/2021,4789,4430
6/21/2021,4809,4450
6/22/2021,4799,4440
6/23/2021,4814,4455
6/24/2021,4809,4450
6/25/2021,4809,4450
6/26/2021,4804,4445
6/27/2021,4804,4445
6/28/2021,4799,4440
6/29/2021,4789,4430
6/30/2021,4765,4406
7/1/2021,4804,4445
7/2/2021,4839,4480
7/3/2021,4844,4485
7/4/2021,4844,4485
7/5/2021,4832,4473
7/6/2021,4870,4520
7/7/2021,4870,4520
7/8/2021,4900,4550
7/9/2021,4875,4515
7/10/2021,4885,4525
7/11/2021,4885,4525
7/12/2021,4867,4507
7/13/2021,4878,4518
7/14/2021,4891,4537
7/15/2021,4929,4575
7/16/2021,4914,4560
7/17/2021,4896,4542
7/18/2021,4896,4542
7/19/2021,4888,4534
7/20/2021,4898,4544
7/21/2021,4884,4530
7/22/2021,4854,4490
7/23/2021,4875,4511
7/24/2021,4874,4510
7/25/2021,4874,4510
7/26/2021,4889,4525
7/27/2021,4866,4502
7/28/2021,4871,4507
7/29/2021,4905,4541
7/30/2021,4933,4569
7/31/2021,4912,4548
8/1/2021,4912,4548
8/2/2021,4887,4523
8/3/2021,4891,4527
8/4/2021,4895,4531
8/5/2021,4887,4523
8/6/2021,4865,4501
8/7/2021,4804,4440
8/8/2021,4804,4440
8/9/2021,4755,4391
8/10/2021,4727,4363
8/11/2021,4732,4368
8/12/2021,4759,4395
8/13/2021,4759,4395
8/14/2021,4799,4435
8/15/2021,4799,4435
8/16/2021,4792,4428
8/17/2021,4841,4477
8/18/2021,4828,4464
8/19/2021,4828,4464
8/20/2021,4824,4460
8/21/2021,4829,4465
8/22/2021,4829,4465
8/23/2021,4822,4458
8/24/2021,4849,4485
8/25/2021,4838,4474
8/26/2021,4814,4450
8/27/2021,4823,4459
8/28/2021,4871,4507
8/29/2021,4871,4507
8/30/2021,4830,4466
8/31/2021,4818,4454
9/1/2021,4816,4452
9/2/2021,4819,4455
9/3/2021,4816,4452
9/4/2021,4860,4496
9/5/2021,4860,4496
9/6/2021,4843,4479
9/7/2021,4836,4472
9/8/2021,4814,4450
9/9/2021,4797,4433
9/10/2021,4815,4451
9/11/2021,4804,4440
9/12/2021,4804,4440
9/13/2021,4798,4434
9/14/2021,4798,4434
9/15/2021,4816,4452
9/16/2021,4779,4415
9/17/2021,4735,4371
9/18/2021,4733,4369
9/19/2021,4733,4369
9/20/2021,4724,4360
9/21/2021,4735,4371
9/22/2021,4777,4413
9/23/2021,4747,4383
9/24/2021,4726,4362
9/25/2021,4728,4364
9/26/2021,4728,4364
9/27/2021,4715,4351
9/28/2021,4717,4353
9/29/2021,4713,4349
9/30/2021,4700,4336
10/1/2021,4732,4368
10/2/2021,4751,4387
10/3/2021,4751,4387
10/4/2021,4737,4373
10/5/2021,4753,4389
10/6/2021,4751,4387
10/7/2021,4772,4408
10/8/2021,4777,4413
10/9/2021,4802,4438
10/10/2021,4802,4438
10/11/2021,4790,4426
10/12/2021,4811,4447
10/13/2021,4818,4454
10/14/2021,4891,4527
10/15/2021,4879,4515
10/16/2021,4829,4465
10/17/2021,4829,4465
10/18/2021,4820,4456
10/19/2021,4848,4484
10/20/2021,4833,4469
10/21/2021,4846,4482
10/22/2021,4851,4487
10/23/2021,4879,4515
10/24/2021,4879,4515
10/25/2021,4892,4528
10/26/2021,4900,4536
10/27/2021,4864,4500
10/28/2021,4886,4522
10/29/2021,4872,4508
10/30/2021,4870,4506
10/31/2021,4870,4506
11/1/2021,4857,4493
11/2/2021,4867,4503
11/3/2021,4833,4469
11/4/2021,4811,4447
11/5/2021,4869,4505
11/6/2021,4905,4541
11/7/2021,4905,4541
11/8/2021,4878,4514
11/9/2021,4897,4533
11/10/2021,4918,4554
11/11/2021,5010,4646
11/12/2021,4986,4622
11/13/2021,5019,4655
11/14/2021,5019,4655
11/15/2021,5000,4636
11/16/2021,5023,4659
11/17/2021,4992,4628
11/18/2021,4999,4635
11/19/2021,4993,4629
11/20/2021,4986,4622
11/21/2021,4986,4622
11/22/2021,4977,4613
11/23/2021,4881,4517
11/24/2021,4854,4490
11/25/2021,4860,4496
11/26/2021,4906,4542
11/27/2021,4888,4524
11/28/2021,4888,4524
11/29/2021,4895,4531
11/30/2021,4892,4528
12/1/2021,4852,4488
12/2/2021,4831,4467
12/3/2021,4832,4468
12/4/2021,4875,4511
12/5/2021,4875,4511
12/6/2021,4872,4508
12/7/2021,4878,4514
12/8/2021,4894,4530
12/9/2021,4879,4515
12/10/2021,4872,4508
12/11/2021,4904,4538
12/12/2021,4904,4538
12/13/2021,4901,4535
12/14/2021,4908,4542
12/15/2021,4881,4515
12/16/2021,4922,4556
12/17/2021,4964,4598
12/18/2021,4962,4596
12/19/2021,4962,4596
12/20/2021,4940,4574
12/21/2021,4914,4548
12/22/2021,4894,4528
12/23/2021,4918,4552
12/24/2021,4917,4551
12/25/2021,4919,4553
12/26/2021,4919,4553
12/27/2021,4902,4536
12/28/2021,4910,4544
12/29/2021,4889,4523
12/30/2021,4868,4502
12/31/2021,4885,4519
1/1/2022,4925,4559
1/2/2022,4925,4559
1/3/2022,4911,4545
1/4/2022,4880,4514
1/5/2022,4896,4530
1/6/2022,4866,4500
1/7/2022,4842,4476
1/8/2022,4858,4492
1/9/2022,4858,4492
1/10/2022,4840,4474
1/11/2022,4856,4490
1/12/2022,4876,4510
1/13/2022,4887,4521
1/14/2022,4908,4542
1/15/2022,4903,4537
1/16/2022,4903,4537
1/17/2022,4903,4537
1/18/2022,4906,4540
1/19/2022,4913,4547
1/20/2022,4954,4588
1/21/2022,4938,4572
1/22/2022,4954,4588
1/23/2022,4954,4588
1/24/2022,4971,4605
1/25/2022,4971,4605
1/26/2022,5003,4637
1/27/2022,4944,4578
1/28/2022,4903,4537
1/29/2022,4899,4533
1/30/2022,4899,4533
1/31/2022,4878,4512
2/1/2022,4898,4532
2/2/2022,4890,4524
2/3/2022,4898,4532
2/4/2022,4903,4537
2/5/2022,4908,4542
2/6/2022,4908,4542
2/7/2022,4911,4545
2/8/2022,4924,4558
2/9/2022,4950,4584
2/10/2022,4967,4601
2/11/2022,4976,4610
2/12/2022,5081,4715
2/13/2022,5081,4715
2/14/2022,5061,4695
2/15/2022,5062,4696
2/16/2022,5029,4663
2/17/2022,5106,4740
2/18/2022,5095,4729
2/19/2022,5099,4733
2/20/2022,5099,4733
2/21/2022,5079,4713
2/22/2022,5116,4750
2/23/2022,5085,4719
2/24/2022,5317,4951
2/25/2022,5175,4809
2/26/2022,5104,4738
2/27/2022,5104,4738
2/28/2022,5148,4782
3/1/2022,5164,4798
3/2/2022,5244,4878
3/3/2022,5230,4864
3/4/2022,5239,4873
3/5/2022,5336,4970
3/6/2022,5336,4970
3/7/2022,5437,5071
3/8/2022,5455,5056
3/9/2022,5419,5020
3/10/2022,5284,4885
3/11/2022,5298,4899
3/12/2022,5293,4894
3/13/2022,5293,4894
3/14/2022,5268,4869
3/15/2022,5230,4831
3/16/2022,5186,4787
3/17/2022,5206,4807
3/18/2022,5231,4832
3/19/2022,5204,4805
3/20/2022,5204,4805
3/21/2022,5192,4793
3/22/2022,5195,4796
3/23/2022,5193,4794
3/24/2022,5222,4823
3/25/2022,5248,4849
3/26/2022,5243,4844
3/27/2022,5243,4844
3/28/2022,5215,4816
3/29/2022,5192,4793
3/30/2022,5189,4790
3/31/2022,5199,4800
4/1/2022,5224,4825
4/2/2022,5224,4825
4/3/2022,5224,4825
4/4/2022,5209,4810
4/5/2022,5224,4825
4/6/2022,5241,4842
4/7/2022,5273,4874
4/8/2022,5285,4886
4/9/2022,5318,4919
4/10/2022,5318,4919
4/11/2022,5345,4946
4/12/2022,5346,4947
4/13/2022,5395,4996
4/14/2022,5411,5012
4/15/2022,5410,5011
4/16/2022,5413,5014
4/17/2022,5413,5014
4/18/2022,5449,5050
4/19/2022,5424,5025
4/20/2022,5362,4963
4/21/2022,5345,4946
4/22/2022,5358,4959
4/23/2022,5344,4945
4/24/2022,5344,4945
4/25/2022,5311,4912
4/26/2022,5286,4887
4/27/2022,5261,4862
4/28/2022,5249,4850
4/29/2022,5296,4897
4/30/2022,5302,4903
5/1/2022,5302,4903
5/2/2022,5240,4841
5/3/2022,5195,4796
5/4/2022,5207,4808
5/5/2022,5250,4851
5/6/2022,5249,4850
5/7/2022,5276,4877
5/8/2022,5276,4877
5/9/2022,5258,4859
5/10/2022,5245,4846
5/11/2022,5204,4805
5/12/2022,5222,4823
5/13/2022,5154,4755
5/14/2022,5136,4737
5/15/2022,5136,4737
5/16/2022,5127,4728
5/17/2022,5163,4764
5/18/2022,5138,4739
5/19/2022,5154,4755
5/20/2022,5192,4793
5/21/2022,5216,4817
5/22/2022,5216,4817
5/23/2022,5236,4837
5/24/2022,5234,4835
5/25/2022,5204,4805
5/26/2022,5164,4765
5/27/2022,5174,4775
5/28/2022,5174,4775
5/29/2022,5174,4775
5/30/2022,5184,4785
5/31/2022,5174,4775
6/1/2022,5139,4740
6/2/2022,5159,4760
6/3/2022,5209,4810
6/4/2022,5174,4775
6/5/2022,5174,4775
6/6/2022,5184,4785
6/7/2022,5159,4760
6/8/2022,5169,4770
6/9/2022,5194,4795
6/10/2022,5174,4775
6/11/2022,5234,4835
6/12/2022,5234,4835
6/13/2022,5234,4835
6/14/2022,5139,4740
6/15/2022,5139,4740
6/16/2022,5154,4755
6/17/2022,5174,4775
6/18/2022,5164,4765
6/19/2022,5164,4765
6/20/2022,5174,4775
6/21/2022,5164,4765
6/22/2022,5144,4745
6/23/2022,5164,4765
6/24/2022,5144,4745
6/25/2022,5154,4755
6/26/2022,5154,4755
6/27/2022,5174,4775
6/28/2022,5164,4765
6/29/2022,5082,4683
6/30/2022,5077,4678
7/1/2022,5184,4785
7/2/2022,5191,4792
7/3/2022,5191,4792
7/4/2022,5197,4798
7/5/2022,5207,4805
7/6/2022,5142,4740
7/7/2022,5074,4672
7/8/2022,5078,4676
7/9/2022,5091,4689
7/10/2022,5091,4689
7/11/2022,5082,4680
7/12/2022,5072,4670
7/13/2022,5062,4660
7/14/2022,5078,4676
7/15/2022,5038,4636
7/16/2022,5029,4627
7/17/2022,5029,4627
7/18/2022,5090,4688
7/19/2022,5060,4658
7/20/2022,5069,4667
7/21/2022,5032,4630
7/22/2022,5082,4680
7/23/2022,5098,4696
7/24/2022,5098,4696
7/25/2022,5122,4720
7/26/2022,5130,4728
7/27/2022,5137,4735
7/28/2022,5169,4767
7/29/2022,5207,4805
7/30/2022,5217,4815
7/31/2022,5217,4815
8/1/2022,5197,4795
8/2/2022,5222,4820
8/3/2022,5204,4802
8/4/2022,5267,4865
8/5/2022,5267,4865
8/6/2022,5247,4845
8/7/2022,5247,4845
8/8/2022,5252,4850
8/9/2022,5302,4900
8/10/2022,5295,4893
8/11/2022,5287,4885
8/12/2022,5292,4890
8/13/2022,5316,4914
8/14/2022,5316,4914
8/15/2022,5316,4914
8/16/2022,5257,4855
8/17/2022,5251,4849
8/18/2022,5252,4850
8/19/2022,5224,4822
8/20/2022,5232,4830
8/21/2022,5232,4830
8/22/2022,5217,4815
8/23/2022,5202,4800
8/24/2022,5207,4805
8/25/2022,5252,4850
8/26/2022,5222,4820
8/27/2022,5207,4805
8/28/2022,5207,4805
8/29/2022,5167,4765
8/30/2022,5192,4790
8/31/2022,5156,4754
9/1/2022,5112,4710
9/2/2022,5117,4715
9/3/2022,5124,4722
9/4/2022,5124,4722
9/5/2022,5138,4736
9/6/2022,5152,4750
9/7/2022,5127,4725
9/8/2022,5132,4730
9/9/2022,5170,4768
9/10/2022,5142,4740
9/11/2022,5142,4740
9/12/2022,5147,4745
9/13/2022,5127,4725
9/14/2022,5103,4701
9/15/2022,5082,4680
9/16/2022,5028,4626
9/17/2022,5042,4640
9/18/2022,5042,4640
9/19/2022,5034,4632
9/20/2022,5032,4630
9/21/2022,5052,4650
9/22/2022,5077,4675
9/23/2022,5072,4670
9/24/2022,5052,4650
9/25/2022,5052,4650
9/26/2022,5053,4651
9/27/2022,5012,4610
9/28/2022,5027,4625
9/29/2022,5082,4680
9/30/2022,5099,4697
10/1/2022,5092,4690
10/2/2022,5092,4690
10/3/2022,5107,4705
10/4/2022,5177,4775
10/5/2022,5237,4835
10/6/2022,5242,4840
10/7/2022,5237,4835
10/8/2022,5242,4840
10/9/2022,5242,4840
10/10/2022,5177,4775
10/11/2022,5142,4740
10/12/2022,5132,4730
10/13/2022,5162,4760
10/14/2022,5137,4735
10/15/2022,5092,4690
10/16/2022,5092,4690
10/17/2022,5102,4700
10/18/2022,5107,4705
10/19/2022,5102,4700
10/20/2022,5087,4685
10/21/2022,5067,4665
10/22/2022,5142,4740
10/23/2022,5142,4740
10/24/2022,5142,4740
10/25/2022,5142,4740
10/26/2022,5167,4765
10/27/2022,5147,4745
10/28/2022,5137,4735
10/29/2022,5107,4705
10/30/2022,5107,4705
10/31/2022,5117,4715
11/1/2022,5132,4730
11/2/2022,5143,4741
11/3/2022,5117,4715
11/4/2022,5119,4717
11/5/2022,5172,4770
11/6/2022,5172,4770
11/7/2022,5177,4775
11/8/2022,5160,4758
11/9/2022,5217,4815
11/10/2022,5222,4820
11/11/2022,5307,4905
11/12/2022,5294,4892
11/13/2022,5294,4892
11/14/2022,5303,4901
11/15/2022,5342,4940
11/16/2022,5372,4970
11/17/2022,5352,4950
11/18/2022,5353,4951
11/19/2022,5327,4925
11/20/2022,5327,4925
11/21/2022,5322,4920
11/22/2022,5307,4905
11/23/2022,5298,4896
11/24/2022,5333,4931
11/25/2022,5337,4935
11/26/2022,5327,4925
11/27/2022,5327,4925
11/28/2022,5349,4947
11/29/2022,5318,4916
11/30/2022,5338,4936
12/1/2022,5357,4955
12/2/2022,5422,5020
12/3/2022,5418,5016
12/4/2022,5418,5016
12/5/2022,5447,5045
12/6/2022,5412,5010
12/7/2022,5418,5016
12/8/2022,5425,5023
12/9/2022,5449,5047
12/10/2022,5457,5055
12/11/2022,5457,5055
12/12/2022,5447,5045
12/13/2022,5442,5040
12/14/2022,5502,5100
12/15/2022,5462,5060
12/16/2022,5447,5045
12/17/2022,5458,5056
12/18/2022,5458,5056
12/19/2022,5472,5070
12/20/2022,5467,5065
12/21/2022,5517,5115
12/22/2022,5526,5124
12/23/2022,5468,5066
12/24/2022,5478,5076
12/25/2022,5478,5076
12/26/2022,5488,5086
12/27/2022,5488,5086
12/28/2022,5507,5105
12/29/2022,5497,5095
12/30/2022,5517,5115
12/31/2022,5532,5130
1/1/2023,5532,5130
1/2/2023,5552,5150
1/3/2023,5593,5191
1/4/2023,5620,5238
1/5/2023,5590,5228
1/6/2023,5552,5190
1/7/2023,5583,5221
1/8/2023,5583,5221
1/9/2023,5622,5260
1/10/2023,5599,5237
1/11/2023,5592,5230
1/12/2023,5598,5236
1/13/2023,5612,5250
1/14/2023,5658,5296
1/15/2023,5658,5296
1/16/2023,5679,5317
1/17/2023,5667,5305
1/18/2023,5657,5295
1/19/2023,5652,5290
1/20/2023,5687,5325
1/21/2023,5682,5320
1/22/2023,5682,5320
1/23/2023,5685,5323
1/24/2023,5717,5355
1/25/2023,5707,5345
1/26/2023,5742,5380
1/27/2023,5707,5345
1/28/2023,5712,5350
1/29/2023,5712,5350
1/30/2023,5712,5350
1/31/2023,5700,5338
2/1/2023,5777,5415
2/2/2023,5867,5505
2/3/2023,5777,5415
2/4/2023,5697,5335
2/5/2023,5697,5335
