Name,Indian rupee,Chinese renmimbi,US dollar,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro,Russian ruble
31-12-1978,#N/A,#N/A,226.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,137.10,#N/A
31-01-1979,1840.80,#N/A,233.70,#N/A,745.20,139739.30,856.10,4511.30,#N/A,#N/A,108235.80,144.80,#N/A
28-02-1979,2011.70,#N/A,251.30,#N/A,827.80,154683.10,946.60,4985.70,#N/A,#N/A,119929.30,154.60,#N/A
30-03-1979,1940.20,#N/A,240.10,#N/A,796.70,148844.20,910.40,4812.90,#N/A,#N/A,116123.60,148.00,#N/A
30-04-1979,2013.10,#N/A,245.30,#N/A,819.40,152453.60,930.20,4891.00,#N/A,#N/A,117423.30,152.80,#N/A
31-05-1979,2253.40,#N/A,274.60,#N/A,933.30,171656.10,1048.40,5560.80,#N/A,#N/A,133889.60,172.00,#N/A
29-06-1979,2190.60,#N/A,277.50,#N/A,923.00,166854.40,1049.80,5477.30,#N/A,#N/A,133065.60,169.00,#N/A
31-07-1979,2354.10,#N/A,296.50,#N/A,1023.30,189817.00,1156.00,6147.70,#N/A,#N/A,145048.80,179.70,#N/A
31-08-1979,2527.70,#N/A,315.10,#N/A,1052.20,196888.00,1189.00,6424.50,#N/A,#N/A,153643.90,190.40,#N/A
28-09-1979,3190.30,#N/A,397.30,#N/A,1306.80,242994.80,1474.40,7894.90,#N/A,#N/A,191720.60,233.20,#N/A
31-10-1979,3142.60,#N/A,382.00,#N/A,1298.60,239598.90,1455.90,7808.00,#N/A,#N/A,183783.90,231.50,#N/A
30-11-1979,3310.30,#N/A,415.70,#N/A,1392.30,258912.70,1532.60,8260.50,#N/A,#N/A,201557.70,244.90,#N/A
31-12-1979,4189.60,#N/A,512.00,#N/A,1749.00,324101.30,2055.90,10645.20,#N/A,#N/A,253615.90,299.10,#N/A
31-01-1980,5329.60,#N/A,653.00,#N/A,2266.50,421828.90,2490.50,13763.80,#N/A,#N/A,387525.20,385.00,#N/A
29-02-1980,5138.10,#N/A,637.00,#N/A,2151.20,400528.20,2393.30,13036.50,#N/A,#N/A,371647.90,381.50,#N/A
31-03-1980,4155.40,#N/A,494.50,#N/A,1683.50,316964.80,1890.50,10312.80,#N/A,#N/A,294925.40,321.60,#N/A
30-04-1980,4155.20,#N/A,518.00,#N/A,1756.30,329451.40,1963.20,10712.70,#N/A,#N/A,306587.70,317.30,#N/A
30-05-1980,4152.30,#N/A,535.50,#N/A,1722.20,323825.60,1923.90,10526.00,#N/A,#N/A,316820.60,323.10,#N/A
30-06-1980,5150.40,#N/A,653.50,#N/A,2204.10,414677.60,2451.50,13466.50,#N/A,#N/A,399487.40,392.70,#N/A
31-07-1980,4813.20,#N/A,614.30,#N/A,2094.30,394486.30,2329.00,12792.60,#N/A,#N/A,378648.50,372.40,#N/A
29-08-1980,4903.60,#N/A,631.30,#N/A,2078.40,391180.50,2308.50,12745.40,#N/A,#N/A,390549.10,386.50,#N/A
30-09-1980,5211.30,#N/A,666.80,#N/A,2225.40,419188.70,2472.30,13638.50,#N/A,#N/A,418750.00,412.80,#N/A
31-10-1980,4911.20,#N/A,629.00,#N/A,2111.70,398885.50,2357.10,12999.30,#N/A,#N/A,414417.50,404.90,#N/A
28-11-1980,4871.90,#N/A,619.80,#N/A,2061.10,385638.40,2269.30,12677.80,#N/A,#N/A,409443.90,406.70,#N/A
31-12-1980,4620.30,#N/A,589.80,#N/A,1960.10,367506.80,2149.90,12026.70,#N/A,#N/A,389010.80,392.40,#N/A
30-01-1981,4123.20,#N/A,506.50,#N/A,1700.20,322681.90,1897.50,10623.80,#N/A,#N/A,337842.70,363.30,#N/A
27-02-1981,4082.90,#N/A,489.00,#N/A,1645.10,315684.50,1849.60,10333.10,#N/A,#N/A,328679.10,358.00,#N/A
31-03-1981,4240.50,#N/A,513.80,#N/A,1722.80,319803.10,1880.90,10481.00,#N/A,#N/A,345953.60,375.10,#N/A
30-04-1981,3998.50,#N/A,482.80,#N/A,1611.20,306365.50,1788.70,9999.80,#N/A,#N/A,326551.00,369.70,#N/A
29-05-1981,4046.50,#N/A,479.30,#N/A,1628.00,300077.80,1762.20,9967.10,#N/A,#N/A,327334.80,386.10,#N/A
30-06-1981,3703.80,#N/A,426.00,#N/A,1447.60,267801.70,1565.50,8820.80,#N/A,#N/A,288769.60,353.40,#N/A
31-07-1981,3655.10,#N/A,406.00,#N/A,1395.00,259920.10,1516.10,9395.60,#N/A,#N/A,278331.80,346.90,#N/A
31-08-1981,3820.10,#N/A,425.00,#N/A,1445.20,266472.50,1551.00,9711.30,#N/A,#N/A,291090.10,362.50,#N/A
30-09-1981,3870.40,#N/A,428.80,#N/A,1450.80,263485.10,1533.50,9593.30,#N/A,#N/A,292365.90,349.90,#N/A
30-10-1981,3876.40,#N/A,427.00,#N/A,1455.40,262289.90,1536.10,9516.40,#N/A,#N/A,290947.80,347.00,#N/A
30-11-1981,3815.00,#N/A,414.50,#N/A,1426.10,263773.40,1532.40,9542.70,#N/A,#N/A,286653.30,332.90,#N/A
31-12-1981,3625.10,#N/A,397.50,#N/A,1372.50,249492.10,1456.30,9089.60,#N/A,#N/A,280200.10,327.50,#N/A
29-01-1982,3546.00,#N/A,387.00,#N/A,1331.20,241185.50,1405.40,8746.40,#N/A,#N/A,274961.80,327.90,#N/A
26-02-1982,3373.90,#N/A,362.60,#N/A,1238.30,239036.00,1357.90,8442.40,#N/A,#N/A,258598.20,308.90,#N/A
31-03-1982,2987.60,#N/A,320.00,#N/A,1091.70,207452.80,1178.00,7365.00,#N/A,#N/A,230215.10,285.70,#N/A
30-04-1982,3322.10,#N/A,361.30,#N/A,1220.80,228982.00,1306.30,8080.40,#N/A,#N/A,257287.40,318.80,#N/A
31-05-1982,3072.30,#N/A,325.30,#N/A,1118.40,212397.60,1197.30,7471.70,#N/A,#N/A,238624.00,284.80,#N/A
30-06-1982,2971.90,#N/A,317.50,#N/A,1080.50,202249.50,1131.00,7086.80,#N/A,#N/A,232610.90,301.00,#N/A
30-07-1982,3265.40,#N/A,342.90,#N/A,1180.40,229039.50,1275.00,7981.20,#N/A,#N/A,253895.00,315.20,#N/A
31-08-1982,3933.30,#N/A,411.50,#N/A,1423.70,273420.70,1519.80,9487.40,#N/A,#N/A,307333.30,388.30,#N/A
30-09-1982,3824.80,#N/A,397.00,#N/A,1356.50,265365.90,1455.80,9061.00,#N/A,#N/A,293222.60,383.40,#N/A
29-10-1982,4108.40,#N/A,423.30,#N/A,1450.70,287624.70,1552.60,9688.10,#N/A,#N/A,314301.00,416.80,#N/A
30-11-1982,4127.60,#N/A,436.00,#N/A,1468.00,289730.60,1557.50,9706.00,#N/A,#N/A,318880.10,423.20,#N/A
31-12-1982,4320.00,#N/A,456.90,0.10,1543.10,310012.90,1642.30,10240.00,#N/A,#N/A,335836.80,429.90,#N/A
31-01-1983,5003.50,#N/A,499.50,0.10,1735.00,352513.80,1852.20,11532.60,#N/A,#N/A,400806.00,486.10,#N/A
28-02-1983,4197.00,#N/A,408.50,0.10,1441.90,293998.00,1539.50,9612.90,#N/A,#N/A,316076.20,394.40,#N/A
31-03-1983,4104.30,#N/A,414.80,0.10,1427.40,285570.50,1489.60,9437.10,#N/A,#N/A,316200.10,410.90,#N/A
29-04-1983,4286.40,#N/A,429.30,0.10,1479.00,415182.80,1577.80,9808.40,#N/A,#N/A,329045.20,430.90,#N/A
31-05-1983,4391.80,#N/A,437.50,0.10,1521.40,425128.20,1606.10,9997.50,#N/A,#N/A,338512.60,447.30,#N/A
30-06-1983,4183.60,#N/A,416.00,0.10,1433.30,410375.40,1545.30,9614.10,#N/A,#N/A,323650.90,431.70,#N/A
29-07-1983,4291.00,#N/A,422.00,0.10,1456.00,414510.20,1549.40,9741.90,#N/A,#N/A,330624.80,456.50,#N/A
31-08-1983,4219.70,#N/A,414.30,0.10,1441.30,410061.30,1525.70,9530.20,#N/A,#N/A,327496.60,452.90,#N/A
30-09-1983,4123.30,#N/A,405.00,0.10,1404.20,399655.30,1490.00,9310.60,#N/A,#N/A,318877.10,440.90,#N/A
31-10-1983,3923.50,#N/A,382.00,0.10,1333.30,377345.60,1407.10,8782.90,#N/A,#N/A,304076.90,416.50,#N/A
30-11-1983,4218.60,#N/A,405.00,0.10,1411.90,400414.30,1485.50,9262.50,#N/A,#N/A,323302.20,451.50,#N/A
30-12-1983,3995.00,#N/A,382.40,0.10,1334.40,380175.30,1368.80,8699.70,#N/A,#N/A,303482.90,432.00,#N/A
31-01-1984,4002.40,#N/A,373.80,0.10,1307.60,371236.60,1371.10,8557.80,#N/A,#N/A,297259.10,436.20,#N/A
29-02-1984,4220.10,#N/A,394.30,0.10,1394.00,387872.60,1432.10,8940.50,#N/A,#N/A,314622.80,428.60,#N/A
30-03-1984,4169.10,#N/A,388.50,0.10,1366.80,388109.90,1426.30,8914.60,#N/A,#N/A,307614.30,421.40,#N/A
30-04-1984,4094.20,#N/A,375.80,0.10,1324.20,377814.40,1381.10,8608.10,#N/A,#N/A,300057.20,425.20,#N/A
31-05-1984,4218.30,#N/A,384.30,0.10,1350.80,386028.80,1416.30,8805.30,#N/A,#N/A,306067.70,437.20,#N/A
29-06-1984,4178.20,#N/A,373.10,0.10,1317.70,378159.60,1373.80,8527.40,#N/A,#N/A,301435.40,431.90,#N/A
31-07-1984,3919.90,#N/A,342.40,0.10,1201.30,349071.90,1251.20,7811.70,#N/A,#N/A,277173.70,412.70,#N/A
31-08-1984,4007.90,#N/A,348.30,0.10,1228.40,362634.10,1277.90,7963.80,#N/A,#N/A,281185.00,419.40,#N/A
28-09-1984,4140.00,#N/A,343.80,0.10,1226.80,369385.00,1285.30,8029.90,#N/A,#N/A,280510.00,436.40,#N/A
31-10-1984,4017.00,#N/A,333.50,0.10,1186.20,351055.20,1203.80,7588.60,#N/A,#N/A,273420.20,421.40,#N/A
30-11-1984,4016.00,#N/A,329.00,0.10,1174.50,350872.20,1209.40,8777.30,#N/A,#N/A,269813.10,423.70,#N/A
31-12-1984,3825.90,#N/A,308.30,0.10,1106.40,331867.40,1134.40,8219.40,#N/A,#N/A,255666.70,402.50,#N/A
31-01-1985,3834.80,842.60,306.70,0.10,1089.30,325091.90,1101.80,8114.50,#N/A,#N/A,253249.80,402.80,#N/A
28-02-1985,3783.10,821.10,287.80,0.10,1047.70,311937.80,1043.70,8002.20,#N/A,#N/A,244833.30,400.50,#N/A
29-03-1985,4001.60,892.20,329.30,0.20,1183.80,344772.50,1144.10,8514.80,#N/A,#N/A,280428.80,425.70,#N/A
30-04-1985,3994.60,900.50,321.40,0.20,1168.90,356360.10,1178.80,8751.80,#N/A,#N/A,281071.20,417.90,#N/A
31-05-1985,3857.00,875.90,314.00,0.20,1132.40,342594.30,1128.80,8372.00,#N/A,#N/A,272709.80,403.40,#N/A
28-06-1985,3874.70,898.60,317.80,0.20,1156.00,348424.20,1146.10,8513.80,#N/A,#N/A,277650.00,405.00,#N/A
31-07-1985,3901.30,949.00,327.50,0.20,1205.60,369511.20,1219.80,8775.20,#N/A,#N/A,286988.10,393.60,#N/A
30-08-1985,3974.00,972.20,333.30,0.20,1220.90,375115.70,1234.00,8839.60,#N/A,#N/A,295526.00,400.00,#N/A
30-09-1985,3826.20,963.10,325.80,0.20,1184.60,364130.60,1191.60,8369.20,#N/A,#N/A,290471.20,375.90,#N/A
31-10-1985,3899.90,1001.20,325.10,0.20,1190.90,360653.30,1181.10,8482.80,#N/A,#N/A,290054.00,366.60,#N/A
29-11-1985,3861.20,1022.60,325.30,0.20,1183.00,358365.30,1172.30,8228.10,#N/A,#N/A,289224.00,353.90,#N/A
31-12-1985,3920.60,1047.40,326.80,0.20,1193.60,366475.70,1196.70,8614.40,#N/A,#N/A,291095.50,347.50,#N/A
31-01-1986,4329.00,1105.10,350.50,0.20,1268.40,387882.20,1276.00,8994.40,#N/A,#N/A,307966.60,364.10,#N/A
28-02-1986,4172.40,1084.50,338.20,0.20,1246.30,384803.10,1252.50,8862.60,#N/A,#N/A,300222.00,328.60,#N/A
31-03-1986,4172.50,1099.00,344.00,0.20,1251.80,387262.40,1259.70,8947.70,#N/A,#N/A,303244.20,348.00,#N/A
30-04-1986,4206.10,1086.80,345.80,0.20,1263.00,389404.60,1270.80,8916.80,#N/A,#N/A,306433.50,329.60,#N/A
30-05-1986,4364.70,1126.30,343.20,0.20,1253.10,391991.50,1259.80,9089.90,#N/A,#N/A,308695.90,351.00,#N/A
30-06-1986,4276.40,1101.70,346.80,0.20,1292.40,393070.30,1274.40,9050.60,#N/A,#N/A,307330.50,336.20,#N/A
31-07-1986,4468.90,1311.90,357.50,0.20,1341.10,399186.00,1312.70,9119.00,#N/A,#N/A,313632.60,332.20,#N/A
29-08-1986,4778.80,1438.70,384.70,0.30,1442.80,439981.30,1413.00,10042.20,#N/A,#N/A,342266.60,349.50,#N/A
30-09-1986,5376.90,1572.90,423.20,0.30,1586.60,691787.20,1554.10,10851.80,#N/A,#N/A,369087.50,383.60,#N/A
31-10-1986,5187.40,1500.60,401.00,0.30,1506.40,660302.60,1475.50,10485.10,#N/A,#N/A,352586.50,369.80,#N/A
28-11-1986,5069.30,1444.40,389.50,0.30,1463.30,638939.70,1432.70,9971.90,#N/A,#N/A,335152.40,345.50,#N/A
31-12-1986,5061.00,1430.90,388.80,0.30,1465.80,632246.10,1434.40,9953.80,#N/A,#N/A,333768.30,337.80,#N/A
30-01-1987,5264.70,1494.80,400.50,0.30,1496.40,657713.30,1465.70,10405.00,#N/A,#N/A,347664.70,334.80,#N/A
27-02-1987,5202.40,1473.90,405.90,0.30,1499.30,651217.70,1468.30,10285.90,#N/A,#N/A,341629.90,338.00,#N/A
31-03-1987,5419.50,1566.10,421.00,0.30,1576.00,697007.00,1543.50,10820.10,#N/A,#N/A,356768.10,346.70,#N/A
30-04-1987,5734.50,1687.10,453.30,0.40,1703.30,746884.10,1668.30,11532.60,#N/A,#N/A,378459.10,371.80,#N/A
29-05-1987,5758.30,1724.00,451.00,0.40,1687.10,766388.20,1652.50,11759.20,#N/A,#N/A,370657.40,375.90,#N/A
30-06-1987,5727.80,1678.30,447.30,0.40,1678.00,737569.40,1643.50,11504.80,#N/A,#N/A,358907.20,373.30,#N/A
31-07-1987,5938.20,1697.30,462.50,0.40,1703.00,753019.50,1667.60,11995.90,#N/A,#N/A,366498.40,391.90,#N/A
31-08-1987,5870.50,1686.30,453.40,0.40,1692.60,743654.40,1657.70,11560.50,#N/A,#N/A,365336.30,374.30,#N/A
30-09-1987,5954.30,1721.80,459.50,0.40,1709.30,756913.80,1673.90,11669.80,#N/A,#N/A,366900.40,384.70,#N/A
30-10-1987,6078.50,1711.60,468.80,0.40,1761.00,758869.20,1724.60,11721.50,#N/A,#N/A,374979.60,372.20,#N/A
30-11-1987,6230.40,1817.60,492.50,0.50,1849.40,796704.40,1811.40,12272.10,#N/A,#N/A,389806.30,372.00,#N/A
31-12-1987,6116.90,1758.90,484.10,0.50,1820.30,776608.70,1781.50,11789.20,#N/A,#N/A,379396.70,351.80,#N/A
29-01-1988,6056.50,1760.60,458.00,0.50,1746.00,780269.10,1710.30,11828.40,#N/A,#N/A,365858.80,352.90,#N/A
29-02-1988,5501.90,1580.10,426.20,0.50,1595.40,708952.90,1562.40,10643.50,#N/A,#N/A,323719.60,330.50,#N/A
31-03-1988,6171.10,1684.90,457.00,0.50,1709.40,755387.80,1673.70,11616.10,#N/A,#N/A,338778.80,347.70,#N/A
29-04-1988,5900.70,1664.10,449.00,0.60,1686.70,748498.80,1651.80,11228.00,#N/A,#N/A,330981.00,345.60,#N/A
31-05-1988,6119.10,1730.60,455.50,0.60,1715.00,775606.30,1679.40,11502.60,#N/A,#N/A,337941.90,360.80,#N/A
30-06-1988,6143.30,1641.40,436.60,0.60,1634.60,741140.90,1600.60,11117.00,#N/A,#N/A,319114.20,364.40,#N/A
29-07-1988,6290.80,1662.90,436.80,0.60,1662.50,765104.20,1627.90,11143.50,#N/A,#N/A,322211.60,374.60,#N/A
31-08-1988,6120.70,1598.70,427.80,0.70,1601.70,733381.20,1568.30,10922.40,#N/A,#N/A,309388.80,369.10,#N/A
30-09-1988,5773.70,1479.40,396.70,0.60,1496.90,673950.10,1465.90,10202.80,#N/A,#N/A,286281.80,341.80,#N/A
31-10-1988,6296.20,1526.80,412.40,0.70,1554.80,709698.00,1522.50,10377.10,#N/A,#N/A,289747.00,337.90,#N/A
30-11-1988,6256.70,1557.60,422.60,0.70,1582.60,726966.00,1549.30,10573.60,#N/A,#N/A,289517.20,336.60,#N/A
30-12-1988,6123.10,1516.90,410.30,0.80,1537.10,704545.50,1505.60,10261.90,#N/A,966.30,277911.20,332.70,#N/A
31-01-1989,5970.30,1487.90,394.00,0.80,1481.20,689890.60,1450.60,10002.50,#N/A,933.00,269841.10,335.70,#N/A
28-02-1989,5884.40,1444.10,387.00,0.80,1450.20,681096.30,1419.80,9794.20,#N/A,929.50,259669.60,321.60,#N/A
31-03-1989,5942.80,1452.50,383.20,0.80,1433.20,687149.40,1403.40,9713.50,#N/A,946.20,257102.00,329.40,#N/A
28-04-1989,5922.90,1410.50,377.60,0.80,1413.80,665755.10,1384.70,9599.60,#N/A,945.00,250784.00,321.80,#N/A
31-05-1989,5869.40,1348.80,361.80,0.80,1356.80,649178.80,1328.10,9318.20,#N/A,934.10,238954.90,324.60,#N/A
30-06-1989,6142.90,1403.10,373.00,0.80,1397.80,664356.70,1369.00,9644.10,#N/A,968.70,247982.40,330.90,#N/A
31-07-1989,6011.30,1364.70,368.30,0.80,1374.40,649527.70,1345.90,9337.30,#N/A,930.40,243816.30,310.90,#N/A
31-08-1989,5962.50,1352.80,359.80,0.80,1352.70,642839.00,1324.50,9318.00,#N/A,919.90,241158.50,318.10,#N/A
29-09-1989,6115.90,1326.60,366.50,0.80,1382.70,647270.90,1353.90,9463.20,#N/A,943.10,244908.30,312.40,#N/A
